USERID;NAME;SURNAME;EMAIL;GENDER;RACE;AGE;PROVINCE;SOCIAL_MEDIA_HANDLE;CHANNEL2;RECORDDATE2;TIME;DURATION_2
892587;Lane;Tatham;Lane111@yahoo.com;male;indian_asian;32;Gauteng;@Lane11;ICC Cricket World Cup 2011;2016/03/11;20:07:00.000;00:01:10.000
892587;Lane;Tatham;Lane111@yahoo.com;male;indian_asian;32;Gauteng;@Lane11;ICC Cricket World Cup 2011;2016/03/20;18:37:00.000;01:04:12.000
939719;Eli;Mccollum;Eli294@abcmail.com;male;white;28;Kwazulu Natal;@Eli29;Channel O;2016/03/31;21:33:00.000;00:02:18.000
939719;Eli;Mccollum;Eli294@abcmail.com;male;white;28;Kwazulu Natal;@Eli29;Vuzu;2016/03/31;18:36:00.000;00:02:12.000
930104;Len;Pascarella;Len442@gmail.com;male;indian_asian;23;Limpopo;@Len44;SuperSport Blitz;2016/03/29;23:49:00.000;00:04:24.000
866270;Jared;Caves;Jared502@gmail.com;male;indian_asian;32;Gauteng;@Jared50;ICC Cricket World Cup 2011;2016/03/13;14:07:00.000;00:59:14.000
866270;Jared;Caves;Jared502@gmail.com;male;indian_asian;32;Gauteng;@Jared50;Cartoon Network;2016/03/19;11:27:00.000;00:20:19.000
858517;None;None;Loris252@gmail.com;None;None;0;None;None;Channel O;2016/03/25;18:17:00.000;00:02:24.000
858517;None;None;Loris252@gmail.com;None;None;0;None;None;Channel O;2016/03/25;12:44:00.000;00:01:00.000
789241;Carter;Crotty;Carter34@abcmail.com;male;coloured;25;Northern Cape;@Carter3;Boomerang;2016/02/13;10:22:00.000;00:01:58.000
1106301;Donald;Borelli;Donald224@abcmail.com;male;indian_asian;45;Gauteng;@Donald22;SuperSport Blitz;2016/03/26;08:05:00.000;00:00:50.000
1106301;Donald;Borelli;Donald224@abcmail.com;male;indian_asian;45;Gauteng;@Donald22;SuperSport Blitz;2016/03/26;10:23:00.000;00:01:54.000
817331;Stefan;Sieren;Stefan464@abcmail.com;male;black;16;Gauteng;@Stefan46;Channel O;2016/02/25;14:36:00.000;00:16:00.000
2368568;Raymundo;Condie;Raymundo435@mailxyz.com;male;indian_asian;49;Kwazulu Natal;@Raymundo43;CNN;2016/03/18;09:14:00.000;00:07:50.000
2368568;Raymundo;Condie;Raymundo435@mailxyz.com;male;indian_asian;49;Kwazulu Natal;@Raymundo43;CNN;2016/03/19;20:36:00.000;00:02:01.000
2368568;Raymundo;Condie;Raymundo435@mailxyz.com;male;indian_asian;49;Kwazulu Natal;@Raymundo43;Supersport Live Events;2016/03/20;18:29:00.000;00:00:00.000
2368568;Raymundo;Condie;Raymundo435@mailxyz.com;male;indian_asian;49;Kwazulu Natal;@Raymundo43;Africa Magic;2016/03/16;07:38:00.000;00:00:44.000
2368568;Raymundo;Condie;Raymundo435@mailxyz.com;male;indian_asian;49;Kwazulu Natal;@Raymundo43;Channel O;2016/03/15;23:31:00.000;00:24:39.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Channel O;2016/02/05;16:31:00.000;00:03:27.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;ICC Cricket World Cup 2011;2016/02/26;13:02:00.000;00:03:30.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;E! Entertainment;2016/02/15;17:50:00.000;00:01:54.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/02/20;11:29:00.000;00:04:15.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;SuperSport Blitz;2016/02/20;11:31:00.000;00:01:28.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Channel O;2016/02/14;13:27:00.000;00:04:24.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/02/21;17:17:00.000;00:23:48.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Africa Magic;2016/02/02;20:18:00.000;00:00:53.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;ICC Cricket World Cup 2011;2016/02/25;09:45:00.000;00:04:32.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/03/08;10:42:00.000;00:09:48.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/01/01;21:19:00.000;00:01:00.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/01/27;23:45:00.000;00:07:39.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Supersport Live Events;2016/01/12;14:21:00.000;00:00:58.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/01/06;21:27:00.000;00:23:06.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Cartoon Network;2016/02/12;23:59:00.000;00:00:14.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Boomerang;2016/01/02;20:57:00.000;00:15:16.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/01/01;08:26:00.000;00:02:48.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Trace TV;2016/03/04;01:03:00.000;00:16:21.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;ICC Cricket World Cup 2011;2016/03/05;15:25:00.000;00:01:48.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Vuzu;2016/02/18;00:58:00.000;00:00:28.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Channel O;2016/02/12;19:32:00.000;00:00:42.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Boomerang;2016/03/31;18:33:00.000;00:01:10.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;Channel O;2016/03/30;13:17:00.000;00:01:12.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;DStv Events 1;2016/03/26;00:47:00.000;00:01:15.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;ICC Cricket World Cup 2011;2016/03/01;11:14:00.000;00:03:44.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;ICC Cricket World Cup 2011;2016/03/29;18:00:00.000;00:24:42.000
809056;Randy;Mina;Randy395@mailxyz.com;male;coloured;43;Western Cape;@Randy39;CNN;2016/02/13;02:00:00.000;00:00:17.000
779505;Bernardo;Pascarella;Bernardo322@gmail.com;male;black;22;Gauteng;@Bernardo32;Channel O;2016/02/06;20:53:00.000;00:04:06.000
831826;Wilburn;Hoadley;Wilburn301@yahoo.com;male;indian_asian;31;Eastern Cape;@Wilburn30;SawSee;2016/02/28;09:48:00.000;00:05:36.000
831826;Wilburn;Hoadley;Wilburn301@yahoo.com;male;indian_asian;31;Eastern Cape;@Wilburn30;ICC Cricket World Cup 2011;2016/02/28;14:29:00.000;01:56:32.000
939723;Efren;Pascarella;Efren135@mailxyz.com;male;black;31;Gauteng;@Efren13;ICC Cricket World Cup 2011;2016/03/30;18:43:00.000;00:12:24.000
764451;Epifania;Crotty;Epifania353@mail.com;female;indian_asian;27;Gauteng;@Epifania35;Trace TV;2016/01/11;15:11:00.000;00:03:06.000
930111;Earl;Sytsma;Earl423@mail.com;male;black;29;Gauteng;@Earl42;Boomerang;2016/03/30;23:03:00.000;00:00:00.000
793693;Charlie;Pool;Charlie362@gmail.com;male;black;25;Gauteng;@Charlie36;SawSee;2016/02/15;08:37:00.000;00:01:13.000
793693;Charlie;Pool;Charlie362@gmail.com;male;black;25;Gauteng;@Charlie36;Africa Magic;2016/02/15;09:11:00.000;00:00:00.000
793693;Charlie;Pool;Charlie362@gmail.com;male;black;25;Gauteng;@Charlie36;Channel O;2016/02/19;10:42:00.000;00:00:00.000
793693;Charlie;Pool;Charlie362@gmail.com;male;black;25;Gauteng;@Charlie36;Africa Magic;2016/02/14;10:18:00.000;00:00:40.000
549032;Stephen;Borelli;Stephen155@mailxyz.com;male;black;42;Gauteng;@Stephen15;SuperSport Blitz;2016/01/12;22:32:00.000;00:01:34.000
549032;Stephen;Borelli;Stephen155@mailxyz.com;male;black;42;Gauteng;@Stephen15;Boomerang;2016/01/12;23:33:00.000;00:10:15.000
597265;Donald;Roquemore;Donald221@yahoo.com;male;black;28;Gauteng;@Donald22;Cartoon Network;2016/01/09;12:30:00.000;00:08:13.000
597265;Donald;Roquemore;Donald221@yahoo.com;male;black;28;Gauteng;@Donald22;Trace TV;2016/01/17;18:15:00.000;02:03:12.000
597265;Donald;Roquemore;Donald221@yahoo.com;male;black;28;Gauteng;@Donald22;Channel O;2016/01/08;15:31:00.000;00:24:06.000
806431;Filiberto;Leicht;Filiberto43@mail.com;male;black;41;Eastern Cape;@Filiberto4;SuperSport Blitz;2016/02/02;20:34:00.000;00:04:48.000
771924;Yolonda;Pascarella;Yolonda203@mail.com;female;black;31;Gauteng;@Yolonda20;Africa Magic;2016/02/09;11:55:00.000;00:01:11.000
869019;Raymundo;Reisinger;Raymundo433@mail.com;male;white;42;Gauteng;@Raymundo43;ICC Cricket World Cup 2011;2016/03/15;12:43:00.000;00:03:06.000
869019;Raymundo;Reisinger;Raymundo433@mail.com;male;white;42;Gauteng;@Raymundo43;Boomerang;2016/03/26;08:32:00.000;00:00:33.000
789265;Samuel;Mccown;Samuel261@yahoo.com;male;white;32;North West;@Samuel26;Boomerang;2016/02/08;01:09:00.000;00:19:48.000
882400;Stacy;Luthy;Stacy273@mail.com;male;white;24;Gauteng;@Stacy27;Supersport Live Events;2016/03/19;20:41:00.000;00:02:38.000
918332;Earline;Zweifel;Earline351@yahoo.com;female;indian_asian;23;Gauteng;@Earline35;Supersport Live Events;2016/03/28;22:41:00.000;00:01:44.000
918332;Earline;Zweifel;Earline351@yahoo.com;female;indian_asian;23;Gauteng;@Earline35;ICC Cricket World Cup 2011;2016/03/30;16:25:00.000;00:02:00.000
918332;Earline;Zweifel;Earline351@yahoo.com;female;indian_asian;23;Gauteng;@Earline35;SuperSport Blitz;2016/03/29;10:47:00.000;01:23:04.000
809063;Randy;Restivo;Randy391@yahoo.com;male;black;32;Gauteng;@Randy39;Trace TV;2016/02/20;14:58:00.000;00:03:48.000
809063;Randy;Restivo;Randy391@yahoo.com;male;black;32;Gauteng;@Randy39;SuperSport Blitz;2016/02/20;13:15:00.000;00:00:08.000
809063;Randy;Restivo;Randy391@yahoo.com;male;black;32;Gauteng;@Randy39;SuperSport Blitz;2016/02/24;09:00:00.000;00:03:58.000
2368583;Dion;Woolard;Dion331@yahoo.com;male;indian_asian;27;Limpopo;@Dion33;ICC Cricket World Cup 2011;2016/02/26;18:27:00.000;00:01:32.000
2368583;Dion;Woolard;Dion331@yahoo.com;male;indian_asian;27;Limpopo;@Dion33;Supersport Live Events;2016/02/19;11:13:00.000;00:01:30.000
786181;Art;Wigfall;Art405@mailxyz.com;male;black;27;Gauteng;@Art40;SuperSport Blitz;2016/03/05;21:14:00.000;00:02:48.000
2285716;Wilton;Sieren;Wilton412@gmail.com;male;white;27;Gauteng;@Wilton41;Supersport Live Events;2016/03/24;16:48:00.000;00:00:04.000
2285716;Wilton;Sieren;Wilton412@gmail.com;male;white;27;Gauteng;@Wilton41;SuperSport Blitz;2016/03/29;19:47:00.000;00:00:26.000
793697;Loyd;Woolard;Loyd492@gmail.com;male;None;55;Kwazulu Natal;@Loyd49;SuperSport Blitz;2016/02/25;16:08:00.000;00:01:16.000
939729;Stacy;Fudge;Stacy274@abcmail.com;male;coloured;34;Eastern Cape;@Stacy27;ICC Cricket World Cup 2011;2016/03/05;10:51:00.000;00:13:44.000
939729;Stacy;Fudge;Stacy274@abcmail.com;male;coloured;34;Eastern Cape;@Stacy27;CNN;2016/03/12;22:22:00.000;00:05:46.000
939732;Romeo;Mastrangelo;Romeo375@mailxyz.com;male;black;33;Gauteng;@Romeo37;CNN;2016/03/24;21:10:00.000;00:05:52.000
939732;Romeo;Mastrangelo;Romeo375@mailxyz.com;male;black;33;Gauteng;@Romeo37;CNN;2016/03/30;00:38:00.000;01:04:59.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;Supersport Live Events;2016/01/31;11:08:00.000;00:18:14.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;CNN;2016/01/29;18:32:00.000;00:00:58.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;SuperSport Blitz;2016/01/28;15:00:00.000;00:17:14.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;Supersport Live Events;2016/02/01;10:12:00.000;04:49:00.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;Supersport Live Events;2016/01/27;16:14:00.000;00:01:18.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;SuperSport Blitz;2016/01/27;07:55:00.000;00:02:26.000
771927;Lillie;Langenfeld;Lillie431@yahoo.com;female;None;36;Western Cape;@Lillie43;Cartoon Network;2016/01/30;18:39:00.000;00:01:38.000
432894;Lesli;Martello;Lesli342@gmail.com;female;black;35;Mpumalanga;@Lesli34;SuperSport Blitz;2016/01/08;05:10:00.000;00:00:00.000
492897;Samuel;Sytsma;Samuel265@mailxyz.com;male;coloured;23;Mpumalanga;@Samuel26;Channel O;2016/01/20;16:11:00.000;00:14:06.000
492897;Samuel;Sytsma;Samuel265@mailxyz.com;male;coloured;23;Mpumalanga;@Samuel26;Trace TV;2016/01/18;01:01:00.000;00:02:18.000
894339;Efren;Wigfall;Efren133@mail.com;male;indian_asian;35;Kwazulu Natal;@Efren13;ICC Cricket World Cup 2011;2016/03/23;14:18:00.000;00:00:00.000
930123;Len;Restivo;Len441@yahoo.com;male;indian_asian;31;Gauteng;@Len44;CNN;2016/03/31;11:49:00.000;00:00:57.000
930123;Len;Restivo;Len441@yahoo.com;male;indian_asian;31;Gauteng;@Len44;SuperSport Blitz;2016/03/31;21:52:00.000;00:21:32.000
592732;Hugh;Bilyeu;Hugh14@abcmail.com;male;black;45;Limpopo;@Hugh1;Africa Magic;2016/01/13;07:04:00.000;00:15:05.000
904340;Wilton;Mosser;Wilton412@gmail.com;male;indian_asian;28;Gauteng;@Wilton41;E! Entertainment;2016/03/27;19:38:00.000;00:00:42.000
904340;Wilton;Mosser;Wilton412@gmail.com;male;indian_asian;28;Gauteng;@Wilton41;Vuzu;2016/03/27;19:45:00.000;00:00:23.000
904340;Wilton;Mosser;Wilton412@gmail.com;male;indian_asian;28;Gauteng;@Wilton41;E! Entertainment;2016/03/26;23:29:00.000;00:00:00.000
820491;Cory;Biggers;Cory103@mail.com;male;black;48;Gauteng;@Cory10;Supersport Live Events;2016/03/01;06:12:00.000;00:00:28.000
859431;Hyman;Langenfeld;Hyman81@yahoo.com;male;black;42;Western Cape;@Hyman8;SawSee;2016/01/07;14:55:00.000;00:00:28.000
820492;Yong;Arrieta;Yong484@abcmail.com;male;black;54;Limpopo;@Yong48;Trace TV;2016/01/11;07:47:00.000;00:09:51.000
820492;Yong;Arrieta;Yong484@abcmail.com;male;black;54;Limpopo;@Yong48;CNN;2016/03/12;16:30:00.000;00:00:00.000
820492;Yong;Arrieta;Yong484@abcmail.com;male;black;54;Limpopo;@Yong48;Africa Magic;2016/03/09;17:32:00.000;00:02:38.000
71489;Kip;Mcculloch;Kip145@mailxyz.com;male;black;25;Kwazulu Natal;@Kip14;Supersport Live Events;2016/03/20;17:40:00.000;00:00:00.000
892603;Brendan;Arrieta;Brendan453@mail.com;male;black;39;Eastern Cape;@Brendan45;SuperSport Blitz;2016/03/22;22:00:00.000;00:01:38.000
809071;Hyman;Hoadley;Hyman85@mailxyz.com;male;black;35;Gauteng;@Hyman8;Vuzu;2016/03/05;08:19:00.000;00:01:40.000
809072;Raymundo;Reisinger;Raymundo432@gmail.com;male;black;32;Kwazulu Natal;@Raymundo43;Boomerang;2016/02/22;10:15:00.000;00:00:43.000
809072;Raymundo;Reisinger;Raymundo432@gmail.com;male;black;32;Kwazulu Natal;@Raymundo43;Boomerang;2016/02/21;17:47:00.000;00:00:27.000
809072;Raymundo;Reisinger;Raymundo432@gmail.com;male;black;32;Kwazulu Natal;@Raymundo43;Channel O;2016/02/12;08:24:00.000;00:25:45.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Cartoon Network;2016/02/19;00:48:00.000;00:04:43.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/02/19;18:47:00.000;00:00:30.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;ICC Cricket World Cup 2011;2016/02/20;09:16:00.000;00:01:42.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Supersport Live Events;2016/02/20;09:20:00.000;00:03:00.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/02/19;07:55:00.000;00:13:15.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Supersport Live Events;2016/02/19;08:22:00.000;00:00:12.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/03/08;14:30:00.000;01:00:30.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Supersport Live Events;2016/03/18;13:25:00.000;00:10:10.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Africa Magic;2016/03/04;23:10:00.000;00:03:58.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/03/04;01:03:00.000;00:01:09.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Boomerang;2016/02/18;07:53:00.000;00:02:43.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/02/18;08:14:00.000;00:11:36.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Boomerang;2016/03/06;19:10:00.000;00:02:25.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Africa Magic;2016/02/27;08:37:00.000;00:02:45.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;ICC Cricket World Cup 2011;2016/03/12;13:09:00.000;00:05:00.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Supersport Live Events;2016/03/12;19:01:00.000;00:00:44.000
809076;Filiberto;Zweifel;Filiberto44@abcmail.com;male;coloured;27;Western Cape;@Filiberto4;Channel O;2016/03/21;14:33:00.000;00:05:18.000
918340;Raymundo;Hoadley;Raymundo432@gmail.com;male;indian_asian;30;Gauteng;@Raymundo43;Boomerang;2016/03/28;12:26:00.000;00:00:36.000
809079;Filiberto;Lavoie;Filiberto43@mail.com;male;black;30;Mpumalanga;@Filiberto4;Cartoon Network;2016/02/22;21:08:00.000;00:00:08.000
809079;Filiberto;Lavoie;Filiberto43@mail.com;male;black;30;Mpumalanga;@Filiberto4;Africa Magic;2016/02/21;15:27:00.000;00:00:17.000
809079;Filiberto;Lavoie;Filiberto43@mail.com;male;black;30;Mpumalanga;@Filiberto4;Boomerang;2016/02/21;19:15:00.000;00:00:18.000
809079;Filiberto;Lavoie;Filiberto43@mail.com;male;black;30;Mpumalanga;@Filiberto4;SuperSport Blitz;2016/02/21;19:22:00.000;00:00:42.000
820500;Teresia;Beville;Teresia295@mailxyz.com;female;black;26;Kwazulu Natal;@Teresia29;Supersport Live Events;2016/02/26;11:51:00.000;00:00:08.000
819358;Valentine;Borelli;Valentine472@gmail.com;male;white;39;Western Cape;@Valentine47;Trace TV;2016/02/26;22:38:00.000;00:00:45.000
819358;Valentine;Borelli;Valentine472@gmail.com;male;white;39;Western Cape;@Valentine47;ICC Cricket World Cup 2011;2016/03/02;13:59:00.000;00:05:12.000
819358;Valentine;Borelli;Valentine472@gmail.com;male;white;39;Western Cape;@Valentine47;Supersport Live Events;2016/03/19;18:24:00.000;00:03:20.000
242356;Stacy;Singer;Stacy273@mail.com;male;white;30;Gauteng;@Stacy27;ICC Cricket World Cup 2011;2016/03/01;11:03:00.000;00:00:00.000
422095;None;None;Briana302@gmail.com;None;None;0;None;None;ICC Cricket World Cup 2011;2016/03/30;16:24:00.000;00:00:24.000
859438;Abel;Caves;Abel184@abcmail.com;male;coloured;26;Western Cape;@Abel18;Channel O;2016/03/11;04:21:00.000;00:00:39.000
830921;Shane;Mcculloch;Shane24@abcmail.com;male;white;22;Eastern Cape;@Shane2;Trace TV;2016/03/03;21:24:00.000;00:01:15.000
866295;Randy;Hoadley;Randy391@yahoo.com;male;None;43;Gauteng;@Randy39;ICC Cricket World Cup 2011;2016/03/15;13:01:00.000;00:46:48.000
830923;Lloyd;Tancredi;Lloyd74@abcmail.com;male;coloured;31;Western Cape;@Lloyd7;Trace TV;2016/03/03;11:16:00.000;00:29:12.000
830923;Lloyd;Tancredi;Lloyd74@abcmail.com;male;coloured;31;Western Cape;@Lloyd7;E! Entertainment;2016/03/03;17:09:00.000;00:00:54.000
830923;Lloyd;Tancredi;Lloyd74@abcmail.com;male;coloured;31;Western Cape;@Lloyd7;Trace TV;2016/03/04;14:30:00.000;00:13:21.000
173765;None;None;Tiffani292@gmail.com;None;None;0;None;None;Trace TV;2016/01/08;09:29:00.000;00:01:03.000
1324574;Robby;Creager;Robby164@abcmail.com;male;black;39;Gauteng;@Robby16;Trace TV;2016/03/05;03:39:00.000;00:00:00.000
939753;Michel;Lavoie;Michel201@yahoo.com;male;coloured;43;Western Cape;@Michel20;SawSee;2016/03/19;13:38:00.000;00:00:08.000
86703;Len;Hier;Len443@mail.com;male;indian_asian;24;Gauteng;@Len44;Supersport Live Events;2016/03/19;00:08:00.000;00:00:00.000
809081;Raymundo;Singer;Raymundo435@mailxyz.com;male;black;23;Gauteng;@Raymundo43;Supersport Live Events;2016/02/20;16:36:00.000;00:00:52.000
809081;Raymundo;Singer;Raymundo435@mailxyz.com;male;black;23;Gauteng;@Raymundo43;Africa Magic;2016/02/18;21:48:00.000;00:01:56.000
809081;Raymundo;Singer;Raymundo435@mailxyz.com;male;black;23;Gauteng;@Raymundo43;Africa Magic;2016/02/21;22:17:00.000;00:00:09.000
809081;Raymundo;Singer;Raymundo435@mailxyz.com;male;black;23;Gauteng;@Raymundo43;Africa Magic;2016/03/09;19:24:00.000;00:00:07.000
866302;Charlie;Sieren;Charlie364@abcmail.com;male;coloured;45;Western Cape;@Charlie36;SuperSport Blitz;2016/03/13;21:10:00.000;00:02:22.000
866302;Charlie;Sieren;Charlie364@abcmail.com;male;coloured;45;Western Cape;@Charlie36;Trace TV;2016/03/19;14:08:00.000;00:11:00.000
866302;Charlie;Sieren;Charlie364@abcmail.com;male;coloured;45;Western Cape;@Charlie36;SuperSport Blitz;2016/03/30;11:58:00.000;00:01:42.000
788787;Jacinto;Deblois;Jacinto253@mail.com;male;white;19;Northern Cape;@Jacinto25;Cartoon Network;2016/03/04;14:09:00.000;00:00:37.000
788787;Jacinto;Deblois;Jacinto253@mail.com;male;white;19;Northern Cape;@Jacinto25;CNN;2016/03/07;22:46:00.000;00:00:28.000
788788;Len;Styer;Len442@gmail.com;male;black;40;Kwazulu Natal;@Len44;Africa Magic;2016/02/03;19:41:00.000;00:04:08.000
809083;Randy;Deblois;Randy392@gmail.com;male;black;40;Gauteng;@Randy39;SuperSport Blitz;2016/02/25;14:46:00.000;00:18:40.000
809083;Randy;Deblois;Randy392@gmail.com;male;black;40;Gauteng;@Randy39;SawSee;2016/02/22;01:29:00.000;00:01:44.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Africa Magic;2016/03/02;16:01:00.000;00:04:38.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Trace TV;2016/03/03;21:26:00.000;00:08:15.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Break in transmission;2016/02/27;21:05:00.000;00:00:22.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Channel O;2016/03/16;22:23:00.000;00:00:27.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Channel O;2016/03/16;22:25:00.000;00:00:54.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Trace TV;2016/03/15;19:47:00.000;00:15:51.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Channel O;2016/03/09;16:14:00.000;00:14:36.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Trace TV;2016/03/03;07:25:00.000;00:17:00.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;SuperSport Blitz;2016/03/03;07:26:00.000;00:23:22.000
820513;Markus;Mina;Markus193@mail.com;male;black;13;Western Cape;@Markus19;Channel O;2016/03/21;22:38:00.000;00:01:18.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;Channel O;2016/01/10;18:07:00.000;00:01:42.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;Channel O;2016/01/31;23:05:00.000;00:08:03.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;Trace TV;2016/01/11;05:44:00.000;00:23:33.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;Channel O;2016/01/30;21:56:00.000;00:52:54.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;Trace TV;2016/01/25;22:01:00.000;00:08:21.000
771941;Charlie;Deblois;Charlie365@mailxyz.com;male;coloured;24;Western Cape;@Charlie36;DStv Events 1;2016/01/11;08:12:00.000;00:03:25.000
809085;Cody;Mccown;Cody122@gmail.com;male;black;28;Gauteng;@Cody12;Channel O;2016/02/21;09:30:00.000;00:00:30.000
809085;Cody;Mccown;Cody122@gmail.com;male;black;28;Gauteng;@Cody12;Channel O;2016/02/20;11:18:00.000;00:00:00.000
809085;Cody;Mccown;Cody122@gmail.com;male;black;28;Gauteng;@Cody12;Supersport Live Events;2016/03/13;16:15:00.000;00:05:56.000
809085;Cody;Mccown;Cody122@gmail.com;male;black;28;Gauteng;@Cody12;SuperSport Blitz;2016/02/02;21:11:00.000;00:00:30.000
809085;Cody;Mccown;Cody122@gmail.com;male;black;28;Gauteng;@Cody12;Channel O;2016/03/11;07:21:00.000;00:00:24.000
